Localidad;Año;Regimen afiliación;Estimado afiliados
Chapinero;2024 Mayo;R. excepción;4540
Santa Fe;2024 Mayo;R. excepción;2663
San Cristóbal;2024 Mayo;R. excepción;7773
Usme;2024 Mayo;R. excepción;4724
Tunjuelito;2024 Mayo;R. excepción;6115
Bosa;2024 Mayo;R. excepción;9056
Kennedy;2024 Mayo;R. excepción;34952
Fontibón;2024 Mayo;R. excepción;10012
Engativá;2024 Mayo;R. excepción;22038
Suba;2024 Mayo;R. excepción;33364
Barrios Unidos;2024 Mayo;R. excepción;3754
Teusaquillo;2024 Mayo;R. excepción;8129
Los Mártires;2024 Mayo;R. excepción;1732
Antonio Nariño;2024 Mayo;R. excepción;2674
Puente Aranda;2024 Mayo;R. excepción;7463
La Candelaria;2024 Mayo;R. excepción;283
Rafael Uribe Uribe;2024 Mayo;R. excepción;7468
Ciudad Bolívar;2024 Mayo;R. excepción;7285
Sumapaz;2024 Mayo;R. excepción;34
Sin dato de localidad;2024 Mayo;R. excepción;
Distrito;2024 Mayo;R. excepción;191274
Usaquén;2024 Mayo;R. subsidiado;38982
Chapinero;2024 Mayo;R. subsidiado;9967
Santa Fe;2024 Mayo;R. subsidiado;33177
San Cristóbal;2024 Mayo;R. subsidiado;111112
Usme;2024 Mayo;R. subsidiado;125797
Tunjuelito;2024 Mayo;R. subsidiado;42014
Bosa;2024 Mayo;R. subsidiado;180608
Kennedy;2024 Mayo;R. subsidiado;168398
Fontibón;2024 Mayo;R. subsidiado;31260
Engativá;2024 Mayo;R. subsidiado;100003
Suba;2024 Mayo;R. subsidiado;125110
Barrios Unidos;2024 Mayo;R. subsidiado;12344
Teusaquillo;2024 Mayo;R. subsidiado;3002
Los Mártires;2024 Mayo;R. subsidiado;17740
Antonio Nariño;2024 Mayo;R. subsidiado;11992
Puente Aranda;2024 Mayo;R. subsidiado;23567
La Candelaria;2024 Mayo;R. subsidiado;5886
Rafael Uribe Uribe;2024 Mayo;R. subsidiado;105100
Ciudad Bolívar;2024 Mayo;R. subsidiado;212671
Sumapaz;2024 Mayo;R. subsidiado;1377
Sin dato de localidad;2024 Mayo;R. subsidiado;389337
Distrito;2024 Mayo;R. subsidiado;1749444
Usaquén;2024 Mayo;No afiliados;0
Chapinero;2024 Mayo;No afiliados;0
Santa Fe;2024 Mayo;No afiliados;0
San Cristóbal;2024 Mayo;No afiliados;0
Usme;2024 Mayo;No afiliados;0
Tunjuelito;2024 Mayo;No afiliados;0
Bosa;2024 Mayo;No afiliados;0
Kennedy;2024 Mayo;No afiliados;0
Fontibón;2024 Mayo;No afiliados;0
Engativá;2024 Mayo;No afiliados;0
Suba;2024 Mayo;No afiliados;0
Barrios Unidos;2024 Mayo;No afiliados;0
Teusaquillo;2024 Mayo;No afiliados;0
Los Mártires;2024 Mayo;No afiliados;0
Antonio Nariño;2024 Mayo;No afiliados;0
Puente Aranda;2024 Mayo;No afiliados;0
La Candelaria;2024 Mayo;No afiliados;0
Rafael Uribe Uribe;2024 Mayo;No afiliados;0
Ciudad Bolívar;2024 Mayo;No afiliados;0
Sumapaz;2024 Mayo;No afiliados;0
Sin dato de localidad;2024 Mayo;No afiliados;0
Distrito;2024 Mayo;No afiliados;0
Usaquén;2024 Mayo;R. contributivo;522349
Chapinero;2024 Mayo;R. contributivo;161752
Santa Fe;2024 Mayo;R. contributivo;61993
San Cristóbal;2024 Mayo;R. contributivo;274294
Usme;2024 Mayo;R. contributivo;225919
Tunjuelito;2024 Mayo;R. contributivo;117211
Bosa;2024 Mayo;R. contributivo;487088
Kennedy;2024 Mayo;R. contributivo;766327
Fontibón;2024 Mayo;R. contributivo;352019
Engativá;2024 Mayo;R. contributivo;681778
Suba;2024 Mayo;R. contributivo;1093758
Barrios Unidos;2024 Mayo;R. contributivo;127502
Teusaquillo;2024 Mayo;R. contributivo;159848
Los Mártires;2024 Mayo;R. contributivo;49326
Antonio Nariño;2024 Mayo;R. contributivo;63933
Puente Aranda;2024 Mayo;R. contributivo;212880
La Candelaria;2024 Mayo;R. contributivo;11935
Rafael Uribe Uribe;2024 Mayo;R. contributivo;244498
Ciudad Bolívar;2024 Mayo;R. contributivo;381484
Sumapaz;2024 Mayo;R. contributivo;1290
Sin dato de localidad;2024 Mayo;R. contributivo;
Distrito;2024 Mayo;R. contributivo;5997184
Usaquén;2024 Mayo;R. excepción;17215
Chapinero;2024 Mayo;R. excepción;4540
Santa Fe;2024 Mayo;R. excepción;2663
San Cristóbal;2024 Mayo;R. excepción;7773
Usme;2024 Mayo;R. excepción;4724
Tunjuelito;2024 Mayo;R. excepción;6115
Bosa;2024 Mayo;R. excepción;9056
Kennedy;2024 Mayo;R. excepción;34952
Fontibón;2024 Mayo;R. excepción;10012
Engativá;2024 Mayo;R. excepción;22038
Suba;2024 Mayo;R. excepción;33364
Barrios Unidos;2024 Mayo;R. excepción;3754
Teusaquillo;2024 Mayo;R. excepción;8129
Los Mártires;2024 Mayo;R. excepción;1732
Antonio Nariño;2024 Mayo;R. excepción;2674
Puente Aranda;2024 Mayo;R. excepción;7463
La Candelaria;2024 Mayo;R. excepción;283
Rafael Uribe Uribe;2024 Mayo;R. excepción;7468
Ciudad Bolívar;2024 Mayo;R. excepción;7285
Sumapaz;2024 Mayo;R. excepción;34
Sin dato de localidad;2024 Mayo;R. excepción;
Distrito;2024 Mayo;R. excepción;191274
Usaquén;2024 Mayo;R. subsidiado;39300
Chapinero;2024 Mayo;R. subsidiado;9989
Santa Fe;2024 Mayo;R. subsidiado;33361
San Cristóbal;2024 Mayo;R. subsidiado;111987
Usme;2024 Mayo;R. subsidiado;126861
Tunjuelito;2024 Mayo;R. subsidiado;42271
Bosa;2024 Mayo;R. subsidiado;182344
Kennedy;2024 Mayo;R. subsidiado;170062
Fontibón;2024 Mayo;R. subsidiado;31532
Engativá;2024 Mayo;R. subsidiado;100828
Suba;2024 Mayo;R. subsidiado;126423
Barrios Unidos;2024 Mayo;R. subsidiado;12441
Teusaquillo;2024 Mayo;R. subsidiado;3004
Los Mártires;2024 Mayo;R. subsidiado;17823
Antonio Nariño;2024 Mayo;R. subsidiado;12018
Puente Aranda;2024 Mayo;R. subsidiado;23849
La Candelaria;2024 Mayo;R. subsidiado;5902
Rafael Uribe Uribe;2024 Mayo;R. subsidiado;105809
Ciudad Bolívar;2024 Mayo;R. subsidiado;214596
Sumapaz;2024 Mayo;R. subsidiado;1392
Sin dato de localidad;2024 Mayo;R. subsidiado;395291
Distrito;2024 Mayo;R. subsidiado;1767083
Usaquén;2024 Mayo;No afiliados;0
Chapinero;2024 Mayo;No afiliados;0
Santa Fe;2024 Mayo;No afiliados;0
San Cristóbal;2024 Mayo;No afiliados;0
Usme;2024 Mayo;No afiliados;0
Tunjuelito;2024 Mayo;No afiliados;0
Bosa;2024 Mayo;No afiliados;0
Kennedy;2024 Mayo;No afiliados;0
Fontibón;2024 Mayo;No afiliados;0
Engativá;2024 Mayo;No afiliados;0
Suba;2024 Mayo;No afiliados;0
Barrios Unidos;2024 Mayo;No afiliados;0
Teusaquillo;2024 Mayo;No afiliados;0
Los Mártires;2024 Mayo;No afiliados;0
Antonio Nariño;2024 Mayo;No afiliados;0
Puente Aranda;2024 Mayo;No afiliados;0
La Candelaria;2024 Mayo;No afiliados;0
Rafael Uribe Uribe;2024 Mayo;No afiliados;0
Ciudad Bolívar;2024 Mayo;No afiliados;0
Sumapaz;2024 Mayo;No afiliados;0
Sin dato de localidad;2024 Mayo;No afiliados;0
Distrito;2024 Mayo;No afiliados;0
Usaquén;2024 Junio;R. contributivo;522.349
Chapinero;2024 Junio;R. contributivo;161.752
Santa Fe;2024 Junio;R. contributivo;61.993
San Cristóbal;2024 Junio;R. contributivo;274.294
Usme;2024 Junio;R. contributivo;225.919
Tunjuelito;2024 Junio;R. contributivo;117.211
Bosa;2024 Junio;R. contributivo;487.088
Kennedy;2024 Junio;R. contributivo;766.327
Fontibón;2024 Junio;R. contributivo;352.019
Engativá;2024 Junio;R. contributivo;681.778
Suba;2024 Junio;R. contributivo;1.093.758
Barrios Unidos;2024 Junio;R. contributivo;127.502
Teusaquillo;2024 Junio;R. contributivo;159.848
Los Mártires;2024 Junio;R. contributivo;49.326
Antonio Nariño;2024 Junio;R. contributivo;63.933
Puente Aranda;2024 Junio;R. contributivo;212.880
La Candelaria;2024 Junio;R. contributivo;11.935
Rafael Uribe Uribe;2024 Junio;R. contributivo;244.498
Ciudad Bolívar;2024 Junio;R. contributivo;381.484
Sumapaz;2024 Junio;R. contributivo;1.290
Sin dato de localidad;2024 Junio;R. contributivo;
Distrito;2024 Junio;R. contributivo;5.997.184
Usaquén;2024 Junio;R. excepción;17.215
Chapinero;2024 Junio;R. excepción;4.540
Santa Fe;2024 Junio;R. excepción;2.663
San Cristóbal;2024 Junio;R. excepción;7.773
Usme;2024 Junio;R. excepción;4.724
Tunjuelito;2024 Junio;R. excepción;6.115
Bosa;2024 Junio;R. excepción;9.056
Kennedy;2024 Junio;R. excepción;34.952
Fontibón;2024 Junio;R. excepción;10.012
Engativá;2024 Junio;R. excepción;22.038
Suba;2024 Junio;R. excepción;33.364
Barrios Unidos;2024 Junio;R. excepción;3.754
Teusaquillo;2024 Junio;R. excepción;8.129
Los Mártires;2024 Junio;R. excepción;1.732
Antonio Nariño;2024 Junio;R. excepción;2.674
Puente Aranda;2024 Junio;R. excepción;7.463
La Candelaria;2024 Junio;R. excepción;283
Rafael Uribe Uribe;2024 Junio;R. excepción;7.468
Ciudad Bolívar;2024 Junio;R. excepción;7.285
Sumapaz;2024 Junio;R. excepción;34
Sin dato de localidad;2024 Junio;R. excepción;
Distrito;2024 Junio;R. excepción;191.274
Usaquén;2024 Junio;R. subsidiado;39.300
Chapinero;2024 Junio;R. subsidiado;9.989
Santa Fe;2024 Junio;R. subsidiado;33.361
San Cristóbal;2024 Junio;R. subsidiado;111.987
Usme;2024 Junio;R. subsidiado;126.861
Tunjuelito;2024 Junio;R. subsidiado;42.271
Bosa;2024 Junio;R. subsidiado;182.344
Kennedy;2024 Junio;R. subsidiado;170.062
Fontibón;2024 Junio;R. subsidiado;31.532
Engativá;2024 Junio;R. subsidiado;100.828
Suba;2024 Junio;R. subsidiado;126.423
Barrios Unidos;2024 Junio;R. subsidiado;12.441
Teusaquillo;2024 Junio;R. subsidiado;3.004
Los Mártires;2024 Junio;R. subsidiado;17.823
Antonio Nariño;2024 Junio;R. subsidiado;12.018
Puente Aranda;2024 Junio;R. subsidiado;23.849
La Candelaria;2024 Junio;R. subsidiado;5.902
Rafael Uribe Uribe;2024 Junio;R. subsidiado;105.809
Ciudad Bolívar;2024 Junio;R. subsidiado;214.596
Sumapaz;2024 Junio;R. subsidiado;1.392
Sin dato de localidad;2024 Junio;R. subsidiado;395.291
Distrito;2024 Junio;R. subsidiado;1.767.083
Usaquén;2024 Junio;No afiliados;0
Chapinero;2024 Junio;No afiliados;0
Santa Fe;2024 Junio;No afiliados;0
San Cristóbal;2024 Junio;No afiliados;0
Usme;2024 Junio;No afiliados;0
Tunjuelito;2024 Junio;No afiliados;0
Bosa;2024 Junio;No afiliados;0
Kennedy;2024 Junio;No afiliados;0
Fontibón;2024 Junio;No afiliados;0
Engativá;2024 Junio;No afiliados;0
Suba;2024 Junio;No afiliados;0
Barrios Unidos;2024 Junio;No afiliados;0
Teusaquillo;2024 Junio;No afiliados;0
Los Mártires;2024 Junio;No afiliados;0
Antonio Nariño;2024 Junio;No afiliados;0
Puente Aranda;2024 Junio;No afiliados;0
La Candelaria;2024 Junio;No afiliados;0
Rafael Uribe Uribe;2024 Junio;No afiliados;0
Ciudad Bolívar;2024 Junio;No afiliados;0
Sumapaz;2024 Junio;No afiliados;0
Sin dato de localidad;2024 Junio;No afiliados;0
Distrito;2024 Junio;No afiliados;0
Usaquén;2024 Julio;R. contributivo;442.926
Chapinero;2024 Julio;R. contributivo;135.648
Santa Fe;2024 Julio;R. contributivo;80.379
San Cristóbal;2024 Julio;R. contributivo;304.743
Usme;2024 Julio;R. contributivo;309.130
Tunjuelito;2024 Julio;R. contributivo;137.428
Bosa;2024 Julio;R. contributivo;546.564
Kennedy;2024 Julio;R. contributivo;773.159
Fontibón;2024 Julio;R. contributivo;304.035
Engativá;2024 Julio;R. contributivo;610.403
Suba;2024 Julio;R. contributivo;978.397
Barrios Unidos;2024 Julio;R. contributivo;116.404
Teusaquillo;2024 Julio;R. contributivo;123.235
Los Mártires;2024 Julio;R. contributivo;61.827
Antonio Nariño;2024 Julio;R. contributivo;63.301
Puente Aranda;2024 Julio;R. contributivo;192.210
La Candelaria;2024 Julio;R. contributivo;13.911
Rafael Uribe Uribe;2024 Julio;R. contributivo;291.694
Ciudad Bolívar;2024 Julio;R. contributivo;496.707
Sumapaz;2024 Julio;R. contributivo;2.924
Sin dato de localidad;2024 Julio;R. contributivo;
Distrito;2024 Julio;R. contributivo;5.985.025
Usaquén;2024 Julio;R. excepción;17.215
Chapinero;2024 Julio;R. excepción;4.540
Santa Fe;2024 Julio;R. excepción;2.663
San Cristóbal;2024 Julio;R. excepción;7.773
Usme;2024 Julio;R. excepción;4.724
Tunjuelito;2024 Julio;R. excepción;6.115
Bosa;2024 Julio;R. excepción;9.056
Kennedy;2024 Julio;R. excepción;34.952
Fontibón;2024 Julio;R. excepción;10.012
Engativá;2024 Julio;R. excepción;22.038
Suba;2024 Julio;R. excepción;33.364
Barrios Unidos;2024 Julio;R. excepción;3.754
Teusaquillo;2024 Julio;R. excepción;8.129
Los Mártires;2024 Julio;R. excepción;1.732
Antonio Nariño;2024 Julio;R. excepción;2.674
Puente Aranda;2024 Julio;R. excepción;7.463
La Candelaria;2024 Julio;R. excepción;283
Rafael Uribe Uribe;2024 Julio;R. excepción;7.468
Ciudad Bolívar;2024 Julio;R. excepción;7.285
Sumapaz;2024 Julio;R. excepción;34
Sin dato de localidad;2024 Julio;R. excepción;
Distrito;2024 Julio;R. excepción;191.274
Usaquén;2024 Julio;R. subsidiado;39.314
Chapinero;2024 Julio;R. subsidiado;9.928
Santa Fe;2024 Julio;R. subsidiado;33.228
San Cristóbal;2024 Julio;R. subsidiado;111.802
Usme;2024 Julio;R. subsidiado;126.822
Tunjuelito;2024 Julio;R. subsidiado;42.166
Bosa;2024 Julio;R. subsidiado;182.104
Kennedy;2024 Julio;R. subsidiado;169.787
Fontibón;2024 Julio;R. subsidiado;31.624
Engativá;2024 Julio;R. subsidiado;100.944
Suba;2024 Julio;R. subsidiado;126.691
Barrios Unidos;2024 Julio;R. subsidiado;12.386
Teusaquillo;2024 Julio;R. subsidiado;3.001
Los Mártires;2024 Julio;R. subsidiado;17.799
Antonio Nariño;2024 Julio;R. subsidiado;11.993
Puente Aranda;2024 Julio;R. subsidiado;23.820
La Candelaria;2024 Julio;R. subsidiado;5.898
Rafael Uribe Uribe;2024 Julio;R. subsidiado;105.676
Ciudad Bolívar;2024 Julio;R. subsidiado;214.541
Sumapaz;2024 Julio;R. subsidiado;1.390
Sin dato de localidad;2024 Julio;R. subsidiado;397.095
Distrito;2024 Julio;R. subsidiado;1.768.009
Usaquén;2024 Julio;No afiliados;0
Chapinero;2024 Julio;No afiliados;0
Santa Fe;2024 Julio;No afiliados;0
San Cristóbal;2024 Julio;No afiliados;0
Usme;2024 Julio;No afiliados;0
Tunjuelito;2024 Julio;No afiliados;0
Bosa;2024 Julio;No afiliados;0
Kennedy;2024 Julio;No afiliados;0
Fontibón;2024 Julio;No afiliados;0
Engativá;2024 Julio;No afiliados;0
Suba;2024 Julio;No afiliados;0
Barrios Unidos;2024 Julio;No afiliados;0
Teusaquillo;2024 Julio;No afiliados;0
Los Mártires;2024 Julio;No afiliados;0
Antonio Nariño;2024 Julio;No afiliados;0
Puente Aranda;2024 Julio;No afiliados;0
La Candelaria;2024 Julio;No afiliados;0
Rafael Uribe Uribe;2024 Julio;No afiliados;0
Ciudad Bolívar;2024 Julio;No afiliados;0
Sumapaz;2024 Julio;No afiliados;0
Sin dato de localidad;2024 Julio;No afiliados;0
Distrito;2024 Julio;No afiliados;0
Usaquén;2024 Julio;R. contributivo;521.157
Chapinero;2024 Julio;R. contributivo;161.383
Santa Fe;2024 Julio;R. contributivo;61.852
San Cristóbal;2024 Julio;R. contributivo;273.668
Usme;2024 Julio;R. contributivo;225.403
Tunjuelito;2024 Julio;R. contributivo;116.944
Bosa;2024 Julio;R. contributivo;485.976
Kennedy;2024 Julio;R. contributivo;764.578
Fontibón;2024 Julio;R. contributivo;351.215
Engativá;2024 Julio;R. contributivo;680.222
Suba;2024 Julio;R. contributivo;1.091.261
Barrios Unidos;2024 Julio;R. contributivo;127.211
Teusaquillo;2024 Julio;R. contributivo;159.483
Los Mártires;2024 Julio;R. contributivo;49.214
Antonio Nariño;2024 Julio;R. contributivo;63.787
Puente Aranda;2024 Julio;R. contributivo;212.394
La Candelaria;2024 Julio;R. contributivo;11.907
Rafael Uribe Uribe;2024 Julio;R. contributivo;243.940
Ciudad Bolívar;2024 Julio;R. contributivo;380.613
Sumapaz;2024 Julio;R. contributivo;1.287
Sin dato de localidad;2024 Julio;R. contributivo;
Distrito;2024 Julio;R. contributivo;
Usaquén;2024 Julio;R. excepción;17.215
Chapinero;2024 Julio;R. excepción;4.540
Santa Fe;2024 Julio;R. excepción;2.663
San Cristóbal;2024 Julio;R. excepción;7.773
Usme;2024 Julio;R. excepción;4.724
Tunjuelito;2024 Julio;R. excepción;6.115
Bosa;2024 Julio;R. excepción;9.056
Kennedy;2024 Julio;R. excepción;34.952
Fontibón;2024 Julio;R. excepción;10.012
Engativá;2024 Julio;R. excepción;22.038
Suba;2024 Julio;R. excepción;33.364
Barrios Unidos;2024 Julio;R. excepción;3.754
Teusaquillo;2024 Julio;R. excepción;8.129
Los Mártires;2024 Julio;R. excepción;1.732
Antonio Nariño;2024 Julio;R. excepción;2.674
Puente Aranda;2024 Julio;R. excepción;7.463
La Candelaria;2024 Julio;R. excepción;283
Rafael Uribe Uribe;2024 Julio;R. excepción;7.468
Ciudad Bolívar;2024 Julio;R. excepción;7.285
Sumapaz;2024 Julio;R. excepción;34
Sin dato de localidad;2024 Julio;R. excepción;
Distrito;2024 Julio;R. excepción;
Usaquén;2024 Julio;R. subsidiado;50.757
Chapinero;2024 Julio;R. subsidiado;12.758
Santa Fe;2024 Julio;R. subsidiado;42.292
San Cristóbal;2024 Julio;R. subsidiado;142.479
Usme;2024 Julio;R. subsidiado;163.797
Tunjuelito;2024 Julio;R. subsidiado;54.700
Bosa;2024 Julio;R. subsidiado;232.052
Kennedy;2024 Julio;R. subsidiado;220.509
Fontibón;2024 Julio;R. subsidiado;42.270
Engativá;2024 Julio;R. subsidiado;129.815
Suba;2024 Julio;R. subsidiado;161.889
Barrios Unidos;2024 Julio;R. subsidiado;16.975
Teusaquillo;2024 Julio;R. subsidiado;5.072
Los Mártires;2024 Julio;R. subsidiado;23.007
Antonio Nariño;2024 Julio;R. subsidiado;15.632
Puente Aranda;2024 Julio;R. subsidiado;33.063
La Candelaria;2024 Julio;R. subsidiado;7.128
Rafael Uribe Uribe;2024 Julio;R. subsidiado;134.990
Ciudad Bolívar;2024 Julio;R. subsidiado;273.128
Sumapaz;2024 Julio;R. subsidiado;1.974
Sin dato de localidad;2024 Julio;R. subsidiado;
Distrito;2024 Julio;R. subsidiado;
Usaquén;2024 Julio;No afiliados;0
Chapinero;2024 Julio;No afiliados;0
Santa Fe;2024 Julio;No afiliados;0
San Cristóbal;2024 Julio;No afiliados;0
Usme;2024 Julio;No afiliados;0
Tunjuelito;2024 Julio;No afiliados;0
Bosa;2024 Julio;No afiliados;0
Kennedy;2024 Julio;No afiliados;0
Fontibón;2024 Julio;No afiliados;0
Engativá;2024 Julio;No afiliados;0
Suba;2024 Julio;No afiliados;0
Barrios Unidos;2024 Julio;No afiliados;0
Teusaquillo;2024 Julio;No afiliados;0
Los Mártires;2024 Julio;No afiliados;0
Antonio Nariño;2024 Julio;No afiliados;0
Puente Aranda;2024 Julio;No afiliados;0
La Candelaria;2024 Julio;No afiliados;0
Rafael Uribe Uribe;2024 Julio;No afiliados;0
Ciudad Bolívar;2024 Julio;No afiliados;0
Sumapaz;2024 Julio;No afiliados;0
Sin dato de localidad;2024 Julio;No afiliados;0
Distrito;2024 Julio;No afiliados;0
